symbol	Gcn1_SCR_0pt5mM_A	Gcn1_SCR_0pt5mM_B	Gcn1_SCR_4mM_A	Gcn1_SCR_4mM_B
ENSMUSG00000023079.14|Gtf2ird1	1958	2067	2264	2547
ENSMUSG00000023087.15|Noct	985	1057	894	1156
ENSMUSG00000023088.17|Abcc1	3363	3309	3641	4340
ENSMUSG00000023089.12|Ndufa5	603	709	540	626
ENSMUSG00000023092.16|Fhl1	37	40	15	17
ENSMUSG00000023094.14|Msrb2	142	157	122	120
ENSMUSG00000023104.9|Rfc2	969	998	726	882
ENSMUSG00000023106.15|Denr	2521	2785	2658	2834
ENSMUSG00000023110.12|Prmt5	2523	2736	2935	3399
ENSMUSG00000023118.15|Sympk	3626	3556	3210	3815
ENSMUSG00000023122.6|Sult1c2	959	1141	1454	1549
ENSMUSG00000023143.10|Nagpa	214	241	167	219
ENSMUSG00000023147.17|Wrb	579	622	550	619
ENSMUSG00000023150.14|Ivns1abp	4161	5100	5749	6363
ENSMUSG00000023156.4|Rpp14	1057	1241	1263	1328
ENSMUSG00000023169.15|Slc38a1	1286	1394	1201	1390
ENSMUSG00000023170.14|Gps2	1072	1074	1257	1349
ENSMUSG00000023175.15|Bsg	8643	9924	8251	9919
ENSMUSG00000023186.14|Vwa5a	844	1042	1142	1224
ENSMUSG00000023191.9|P3h3	26	25	44	37
ENSMUSG00000023206.16|Il15ra	12	20	38	35
ENSMUSG00000023232.17|Serinc2	125	131	140	208
ENSMUSG00000023235.14|Ccl25	138	183	150	162
ENSMUSG00000023243.9|Kcnk5	569	654	606	782
ENSMUSG00000023249.15|Parp3	1149	1257	1120	1265
ENSMUSG00000023259.16|Slc26a6	105	92	78	84
ENSMUSG00000023262.13|Acy1	186	199	188	203
ENSMUSG00000023266.11|Frs3	126	167	118	125
ENSMUSG00000023272.4|Creld2	1333	1372	1353	1790
ENSMUSG00000023277.13|Twf2	461	455	408	459
ENSMUSG00000023284.15|Zfp605	201	255	220	309
ENSMUSG00000023286.16|Ube2j2	1117	1364	1161	1265
ENSMUSG00000023307.14|March5	2505	2871	2685	3004
ENSMUSG00000023328.14|Ache	23	26	36	50
ENSMUSG00000023330.12|Dtwd1	425	482	617	679
ENSMUSG00000023341.15|Mx2	16	20	54	47
ENSMUSG00000023345.17|Poc1a	259	288	203	252
ENSMUSG00000023348.11|Trip6	1176	1308	1204	1324
ENSMUSG00000023353.14|Agap3	1405	1422	1257	1348
ENSMUSG00000023367.14|Tmem176a	4639	4489	8267	9097
ENSMUSG00000023393.15|Slc17a9	270	257	377	387
ENSMUSG00000023452.19|Pisd	1509	1539	1428	1649
ENSMUSG00000023456.15|Tpi1	15387	15326	18015	19717
ENSMUSG00000023460.13|Rab12	1338	1552	1143	1213
ENSMUSG00000023484.14|Prph	22	32	36	38
ENSMUSG00000023495.13|Pcbp4	1021	1237	1023	1194
ENSMUSG00000023505.13|Cdca3	942	1082	986	1071
ENSMUSG00000023571.4|C1qtnf12	96	123	84	100
ENSMUSG00000023572.16|Ccndbp1	1110	1186	1017	1073
ENSMUSG00000023707.13|Ogfod2	277	327	266	259
ENSMUSG00000023723.17|Mrps23	941	968	876	945
ENSMUSG00000023755.10|Rhebl1	277	336	258	303
ENSMUSG00000023764.18|Sfi1	263	269	242	310
ENSMUSG00000023791.16|Pigx	349	400	299	335
ENSMUSG00000023795.16|Pisd-ps2	267	276	202	270
ENSMUSG00000023800.15|Tiam2	1533	1696	1293	1470
ENSMUSG00000023805.17|Synj2	2901	3079	3532	4035
ENSMUSG00000023806.10|Rsph3b	663	743	636	717
ENSMUSG00000023809.10|Rps6ka2	228	262	244	344
ENSMUSG00000023827.8|Agpat4	743	677	842	1004
ENSMUSG00000023830.14|Igf2r	3134	3271	2596	3120
ENSMUSG00000023832.14|Acat2	735	803	631	672
ENSMUSG00000023845.7|Lnpep	3604	4110	4708	5063
ENSMUSG00000023852.14|Chd1	5189	5855	5039	5638
ENSMUSG00000023861.17|Mpc1	888	1101	1167	1227
ENSMUSG00000023882.15|Zfp54	306	376	372	408
ENSMUSG00000023883.13|Phf10	6717	7791	8853	9686
ENSMUSG00000023892.8|Zfp51	713	832	857	927
ENSMUSG00000023904.10|Hcfc1r1	1528	1461	2311	2504
ENSMUSG00000023905.15|Tnfrsf12a	8418	9240	7347	8807
ENSMUSG00000023906.3|Cldn6	5301	5443	4291	5635
ENSMUSG00000023908.8|Pkmyt1	1361	1595	1349	1547
ENSMUSG00000023909.4|Paqr4	507	569	423	511
ENSMUSG00000023911.12|Flywch2	159	201	180	205
ENSMUSG00000023912.10|Slc25a27	164	226	240	236
ENSMUSG00000023913.17|Pla2g7	998	1061	741	819
ENSMUSG00000023914.16|Mep1a	137	176	76	75
ENSMUSG00000023915.5|Tnfrsf21	4114	4528	3784	4522
ENSMUSG00000023919.7|Cenpq	1113	1329	1036	1118
ENSMUSG00000023921.9|Mut	1166	1493	1332	1324
ENSMUSG00000023923.10|Tbc1d5	1452	1562	1572	1777
ENSMUSG00000023932.9|Cdc5l	2628	2905	2559	2884
ENSMUSG00000023938.8|Aars2	375	401	424	517
ENSMUSG00000023939.7|Mrpl14	333	354	287	347
ENSMUSG00000023940.14|Sgo1	1518	1931	1828	1905
ENSMUSG00000023942.15|Slc29a1	5945	6078	5034	5962
ENSMUSG00000023944.14|Hsp90ab1	65392	67665	62149	70847
ENSMUSG00000023947.8|Nfkbie	605	687	743	716
ENSMUSG00000023951.17|Vegfa	13243	14638	18729	21325
ENSMUSG00000023952.13|Gtpbp2	5281	5785	6995	7855
ENSMUSG00000023953.9|Polh	829	932	660	796
ENSMUSG00000023959.9|Clic5	338	373	440	446
ENSMUSG00000023960.13|Enpp5	1252	1376	844	934
ENSMUSG00000023961.16|Enpp4	1257	1299	1515	1616
ENSMUSG00000023963.10|Cyp39a1	736	947	822	834
ENSMUSG00000023965.13|Fbxl17	616	741	584	660
ENSMUSG00000023966.8|Rsph9	99	88	84	87
ENSMUSG00000023967.9|Mrps18a	1193	1282	1055	1162
ENSMUSG00000023971.9|Rrp36	357	374	375	408
ENSMUSG00000023972.10|Ptk7	1106	1101	994	1188
ENSMUSG00000023973.13|Cnpy3	648	673	733	900
ENSMUSG00000023977.15|Ubr2	4760	5286	5715	6372
ENSMUSG00000023979.14|Guca1b	55	43	38	50
ENSMUSG00000023980.7|Taf8	823	848	946	1158
ENSMUSG00000023982.8|Guca1a	29	25	50	36
ENSMUSG00000023988.8|Bysl	1257	1268	1398	1621
ENSMUSG00000023990.18|Tfeb	167	216	228	274
ENSMUSG00000023991.16|Foxp4	1635	1868	1426	1717
ENSMUSG00000023994.13|Nfya	2119	2250	1920	2137
ENSMUSG00000024002.18|Brd4	5669	6410	5689	6595
ENSMUSG00000024006.17|Stk38	2574	2972	2936	3101
ENSMUSG00000024007.15|Ppil1	1923	1978	1563	1838
ENSMUSG00000024012.18|Mtch1	2759	2807	2609	3077
ENSMUSG00000024014.8|Pim1	1634	1672	1389	1452
ENSMUSG00000024018.18|Ccdc167	366	393	538	590
ENSMUSG00000024019.18|Cmtr1	3656	3951	3400	4077
ENSMUSG00000024026.13|Glo1	2090	2215	2150	2281
ENSMUSG00000024028.7|Tff2	572	493	1158	1312
ENSMUSG00000024032.7|Tff1	2175	2349	3157	3599
ENSMUSG00000024036.16|Slc37a1	643	661	1123	1163
ENSMUSG00000024037.13|Wdr4	1268	1338	1328	1557
ENSMUSG00000024038.17|Ndufv3	1564	1521	1432	1611
ENSMUSG00000024039.15|Cbs	278	216	121	149
ENSMUSG00000024042.7|Sik1	1468	1520	2421	2790
ENSMUSG00000024043.13|Arhgap28	21	18	41	34
ENSMUSG00000024045.6|Akap8	3187	3634	3195	3540
ENSMUSG00000024048.15|Myl12a	6601	7039	6902	8079
ENSMUSG00000024049.15|Myom1	76	88	70	68
ENSMUSG00000024050.17|Wiz	2622	2714	2724	3123
ENSMUSG00000024052.17|Lpin2	2062	2169	2154	2549
ENSMUSG00000024053.11|Emilin2	45	50	52	67
ENSMUSG00000024054.14|Smchd1	3870	4395	3851	4496
ENSMUSG00000024055.15|Cyp4f13	477	584	507	604
ENSMUSG00000024056.10|Ndc80	2190	2625	2489	2730
ENSMUSG00000024059.10|Clip4	24	25	27	32
ENSMUSG00000024063.13|Lbh	646	723	600	660
ENSMUSG00000024066.9|Xdh	1210	1433	1532	1757
ENSMUSG00000024067.14|Dpy30	1301	1428	1286	1475
ENSMUSG00000024068.8|Spast	1112	1352	1138	1353
ENSMUSG00000024069.14|Slc30a6	491	604	619	706
ENSMUSG00000024070.15|Prkd3	3497	4020	3210	3547
ENSMUSG00000024072.9|Yipf4	2777	3495	2732	3047
ENSMUSG00000024073.16|Birc6	4335	4658	4512	4838
ENSMUSG00000024074.8|Crim1	3919	4110	3197	3827
ENSMUSG00000024077.15|Strn	1836	2117	1964	2115
ENSMUSG00000024078.7|Ttc27	1349	1581	1383	1506
ENSMUSG00000024079.4|Eif2ak2	1293	1482	1385	1306
ENSMUSG00000024081.9|Cebpz	3889	4449	4355	4680
ENSMUSG00000024082.5|Ndufaf7	546	595	493	560
ENSMUSG00000024083.16|Pja2	3442	3713	3463	3793
ENSMUSG00000024085.13|Man2a1	998	1118	1089	1183
ENSMUSG00000024087.4|Cyp1b1	368	510	405	473
ENSMUSG00000024091.9|Vapa	6738	7882	7152	7750
ENSMUSG00000024095.15|Hnrnpll	2901	3632	3064	3406
ENSMUSG00000024096.17|Ralbp1	3064	3431	3220	3488
ENSMUSG00000024097.11|Srsf7	3219	3950	3767	4083
ENSMUSG00000024098.6|Twsg1	2728	3163	3028	3722
ENSMUSG00000024099.15|Ndufv2	2451	2965	2705	2987
ENSMUSG00000024101.15|Washc1	938	993	735	888
ENSMUSG00000024104.11|Washc2	3896	4673	2973	3462
ENSMUSG00000024118.14|Tedc2	338	383	238	303
ENSMUSG00000024120.12|Lrpprc	4267	4858	4234	4773
ENSMUSG00000024121.13|Atp6v0c	8401	8862	6849	8639
ENSMUSG00000024122.16|Pdpk1	3921	4422	3826	4331
ENSMUSG00000024127.15|Prepl	1433	1605	1458	1592
ENSMUSG00000024130.16|Abca3	3127	3174	3720	4245
ENSMUSG00000024131.8|Slc3a1	40	44	34	30
ENSMUSG00000024132.6|Eci1	1045	1308	1251	1465
ENSMUSG00000024135.10|Srbd1	868	936	877	960
ENSMUSG00000024136.14|Dnase1l2	37	48	41	56
ENSMUSG00000024137.9|E4f1	600	570	636	748
ENSMUSG00000024140.10|Epas1	52	54	38	55
ENSMUSG00000024142.15|Mlst8	590	664	767	893
ENSMUSG00000024143.15|Rhoq	558	676	444	539
ENSMUSG00000024145.6|Pigf	766	875	702	829
ENSMUSG00000024146.9|Cript	1466	1536	1266	1363
ENSMUSG00000024150.12|Mcfd2	1997	2165	2365	2617
ENSMUSG00000024151.13|Msh2	2610	3137	2064	2296
ENSMUSG00000024158.17|Hagh	1100	1209	1207	1397
ENSMUSG00000024160.16|Spsb3	477	466	417	470
ENSMUSG00000024163.17|Mapk8ip3	2599	2861	2758	3043
ENSMUSG00000024164.15|C3	9314	8343	8726	9874
ENSMUSG00000024165.9|Jpt2	5326	5629	5503	6123
ENSMUSG00000024169.16|Ift140	663	827	707	802
ENSMUSG00000024170.15|Telo2	738	742	760	926
ENSMUSG00000024174.9|Pot1b	364	386	234	282
ENSMUSG00000024176.10|Sox8	56	78	232	263
ENSMUSG00000024177.9|Nme4	175	207	169	204
ENSMUSG00000024180.14|Tmem8	293	292	331	379
ENSMUSG00000024181.9|Mrpl28	2231	2285	1916	2064
ENSMUSG00000024182.16|Axin1	2691	2596	2252	2614
ENSMUSG00000024186.15|Rgs11	469	566	611	684
ENSMUSG00000024187.15|Fam234a	1489	1545	1996	2372
ENSMUSG00000024188.16|Luc7l	1958	2379	2431	2640
ENSMUSG00000024190.7|Dusp1	413	451	558	547
ENSMUSG00000024191.15|Bnip1	330	373	594	579
ENSMUSG00000024193.8|Phf1	830	1024	721	781
ENSMUSG00000024194.16|Cuta	1599	1617	1290	1495
ENSMUSG00000024197.10|Plin3	3399	3527	2926	3389
ENSMUSG00000024201.12|Kdm4b	888	931	904	1143
ENSMUSG00000024205.7|Rpl36-ps2	63	73	92	73
ENSMUSG00000024206.15|Rfx2	90	110	124	133
ENSMUSG00000024208.16|Uqcc2	1895	1935	1762	1904
ENSMUSG00000024212.9|Mllt1	2506	2728	2222	2625
ENSMUSG00000024213.14|Nudt3	1828	1925	1840	2044
ENSMUSG00000024217.10|Snrpc	1645	1879	1621	1753
ENSMUSG00000024218.13|Taf11	663	716	682	746
ENSMUSG00000024219.16|Anks1	883	965	996	1123
ENSMUSG00000024220.14|Zfp523	1018	1099	1123	1352
ENSMUSG00000024222.17|Fkbp5	3404	3547	4799	4981
ENSMUSG00000024228.12|Nudt12	370	440	339	395
ENSMUSG00000024231.15|Cul2	2419	2961	2656	2863
ENSMUSG00000024234.7|Mtpap	1066	1235	1371	1410
ENSMUSG00000024236.18|Svil	915	1058	1048	1216
ENSMUSG00000024238.15|Zeb1	1259	1399	1519	1771
ENSMUSG00000024240.13|Epc1	918	1079	1252	1419
ENSMUSG00000024241.7|Sos1	2612	2823	2340	2515
ENSMUSG00000024242.15|Map4k3	1628	1992	1704	1921
ENSMUSG00000024246.9|Thumpd2	66	73	62	75
ENSMUSG00000024247.14|Pkdcc	505	499	565	650
ENSMUSG00000024248.14|Cox7a2l	5916	6225	5219	5741
ENSMUSG00000024251.10|Thada	1070	1164	1260	1446
ENSMUSG00000024253.9|Dync2li1	275	297	263	274
ENSMUSG00000024258.4|Polr2d	721	681	684	802
ENSMUSG00000024259.9|Slc25a46	1439	1852	1436	1521
ENSMUSG00000024260.14|Sap130	1159	1150	1098	1299
ENSMUSG00000024268.16|Celf4	785	967	1168	1222
ENSMUSG00000024269.11|Tpgs2	189	240	171	223
ENSMUSG00000024270.11|Slc39a6	1837	2060	1844	2312
ENSMUSG00000024271.8|Elp2	2954	3284	3191	3512
ENSMUSG00000024273.8|2700062C07Rik	299	326	437	465
ENSMUSG00000024276.7|Zfp397	1127	1584	1471	1444
ENSMUSG00000024277.14|Mapre2	332	379	577	610
ENSMUSG00000024283.15|Wac	4320	4683	4216	4479
ENSMUSG00000024286.8|Ccny	1445	1684	1589	1729
ENSMUSG00000024287.8|Thoc1	1363	1792	1791	1919
ENSMUSG00000024290.9|Rock1	2580	3087	2740	2866
ENSMUSG00000024292.15|Cyp4f14	187	205	225	172
ENSMUSG00000024293.16|Esco1	836	985	861	923
ENSMUSG00000024294.14|Mib1	2574	2805	2451	2610
ENSMUSG00000024295.9|Cyp4f41-ps	20	39	36	34
ENSMUSG00000024298.15|Zfp871	3965	4649	4157	4684
ENSMUSG00000024299.17|Adamts10	387	441	344	403
ENSMUSG00000024301.10|Kifc5b	513	554	533	643
ENSMUSG00000024302.16|Dtna	372	395	606	690
ENSMUSG00000024308.15|Tapbp	1764	1906	2175	2454
ENSMUSG00000024309.15|Pfdn6	2267	2220	2087	2243
ENSMUSG00000024312.10|Wdr46	1861	1983	1758	2041
ENSMUSG00000024317.15|Rnf138	933	1202	924	1069
ENSMUSG00000024319.18|Vps52	1293	1348	1470	1693
ENSMUSG00000024325.8|Ring1	464	504	592	611
ENSMUSG00000024327.16|Slc39a7	6604	6415	7713	9383
ENSMUSG00000024330.17|Col11a2	51	79	51	62
ENSMUSG00000024331.11|Dsc2	332	357	361	420
ENSMUSG00000024335.20|Brd2	9515	10238	9609	11019
ENSMUSG00000024338.15|Psmb8	53	66	66	57
ENSMUSG00000024339.12|Tap2	185	160	256	349
ENSMUSG00000024346.6|Pfdn1	2617	2682	2610	2764
ENSMUSG00000024349.10|Tmem173	429	431	442	468
ENSMUSG00000024350.6|Dnajc18	568	703	508	586
ENSMUSG00000024352.12|Spata24	82	78	93	92
ENSMUSG00000024357.10|Sil1	807	824	1083	1321
ENSMUSG00000024359.10|Hspa9	46157	52053	57517	66246
ENSMUSG00000024360.8|Etf1	11942	13446	11754	12433
ENSMUSG00000024369.16|Nelfe	1136	1212	1029	1222
ENSMUSG00000024370.17|Cdc23	1240	1354	1176	1337
ENSMUSG00000024376.7|Epb41l4a	629	746	521	569
ENSMUSG00000024378.9|Stard4	639	737	734	757
ENSMUSG00000024379.4|Tslp	121	148	231	233
ENSMUSG00000024381.16|Bin1	1615	1698	1353	1580
ENSMUSG00000024382.13|Ercc3	1273	1418	1185	1407
ENSMUSG00000024383.9|Map3k2	4659	5693	5324	5694
ENSMUSG00000024384.4|Iws1	2553	2876	2842	3085
ENSMUSG00000024386.9|Proc	99	80	140	164
ENSMUSG00000024387.13|Csnk2b	3546	3402	3176	3792
ENSMUSG00000024388.10|Myo7b	1388	1551	1687	1815
ENSMUSG00000024392.17|Bag6	6018	6467	5782	6797
ENSMUSG00000024393.14|Prrc2a	14613	14833	13800	15718
ENSMUSG00000024395.9|Lims2	228	234	184	221
ENSMUSG00000024399.5|Ltb	14	11	47	34
ENSMUSG00000024400.16|Wdr33	2399	2573	2475	2894
ENSMUSG00000024401.14|Tnf	860	713	2544	2535
ENSMUSG00000024403.16|Atp6v1g2	107	134	103	93
ENSMUSG00000024404.7|Riok3	3421	3863	3548	4018
ENSMUSG00000024410.15|Rmc1	1070	1186	963	1169
ENSMUSG00000024413.14|Npc1	2804	3049	2082	2613
ENSMUSG00000024414.13|Mrpl27	766	731	757	887
ENSMUSG00000024421.16|Lama3	84	71	65	92
ENSMUSG00000024422.14|Dhx16	1288	1395	1158	1390
ENSMUSG00000024423.6|Impact	1301	1569	998	1198
ENSMUSG00000024424.15|Ttc39c	109	112	131	172
ENSMUSG00000024425.4|Ndfip1	3786	4677	3591	4284
ENSMUSG00000024426.17|Atat1	264	297	224	218
ENSMUSG00000024427.7|Spry4	801	947	899	976
ENSMUSG00000024429.9|Gnl1	2010	1892	1797	2063
ENSMUSG00000024431.15|Nr3c1	2653	3089	2966	3192
ENSMUSG00000024436.16|Mrps18b	2396	2465	2633	3074
ENSMUSG00000024442.6|Dele1	1200	1265	1372	1691
ENSMUSG00000024446.13|Rpp21	590	597	677	758
ENSMUSG00000024451.9|Arap3	1924	1902	1464	1633
ENSMUSG00000024454.16|Hdac3	2244	2360	1964	2222
ENSMUSG00000024456.16|Diaph1	2113	2379	2494	2750
ENSMUSG00000024457.16|Trim26	2133	2403	2086	2493
ENSMUSG00000024462.17|Gabbr1	1395	1559	1414	1439
ENSMUSG00000024472.9|Dcp2	1208	1450	1020	1205
ENSMUSG00000024474.7|Ik	3984	4312	4349	4815
ENSMUSG00000024477.4|Pggt1b	1723	1983	2263	2429
ENSMUSG00000024479.3|Mal2	1458	1718	2133	2180
ENSMUSG00000024480.9|Ap3s1	1385	1530	1625	1769
ENSMUSG00000024483.19|Ankhd1	2974	3337	2924	3331
ENSMUSG00000024485.16|Slc4a9	56	65	38	42
ENSMUSG00000024486.6|Hbegf	3891	4338	3295	3729
ENSMUSG00000024487.5|Yipf5	1291	1452	1612	1708
ENSMUSG00000024491.16|Rbm27	1690	2084	1672	1895
ENSMUSG00000024493.9|Lars	9781	10637	10700	11778
ENSMUSG00000024498.16|Tcerg1	3265	3906	3569	3987
ENSMUSG00000024500.19|Ppp2r2b	144	183	273	240
ENSMUSG00000024501.20|Dpysl3	1001	1082	1075	1131
ENSMUSG00000024505.16|Dtwd2	76	102	93	85
ENSMUSG00000024507.6|Hsd17b4	1616	1826	1781	1996
ENSMUSG00000024511.15|Rab27b	1196	1639	1678	1835
ENSMUSG00000024512.4|Dynap	148	176	3	19
ENSMUSG00000024513.16|Mbd2	1918	2290	2062	2306
ENSMUSG00000024515.13|Smad4	2829	3000	2961	3233
ENSMUSG00000024516.13|Sec11c	1686	1980	2296	2621
ENSMUSG00000024521.8|Pmaip1	1893	2107	2361	2554
ENSMUSG00000024524.17|Gnal	26	35	46	24
ENSMUSG00000024525.7|Impa2	226	276	280	286
ENSMUSG00000024527.10|Afg3l2	2396	2587	2405	2716
ENSMUSG00000024528.8|Srfbp1	467	603	607	656
ENSMUSG00000024530.8|Prelid3a	100	124	116	113
ENSMUSG00000024533.16|Spire1	1055	1200	1343	1477
ENSMUSG00000024535.16|Snx24	473	583	607	617
ENSMUSG00000024537.5|Psmg2	611	706	697	774
ENSMUSG00000024538.8|Ppic	903	1040	620	727
ENSMUSG00000024539.17|Ptpn2	1614	1862	1874	1999
ENSMUSG00000024542.9|Cep192	2147	2557	1883	2079
ENSMUSG00000024544.9|Ldlrad4	142	130	142	179
ENSMUSG00000024548.11|Setbp1	376	433	474	495
ENSMUSG00000024556.4|Me2	1553	1828	1679	1894
ENSMUSG00000024560.7|Cxxc1	1258	1377	1209	1481
ENSMUSG00000024561.10|Mbd1	1431	1647	1413	1561
ENSMUSG00000024563.16|Smad2	1993	2289	2001	2172
ENSMUSG00000024565.9|Sall3	148	172	196	204
ENSMUSG00000024566.10|Atp9b	1350	1576	1516	1834
ENSMUSG00000024570.7|Rbfa	635	709	564	569
ENSMUSG00000024571.15|Gm16286	2597	2743	2628	3107
ENSMUSG00000024575.16|Pde6a	113	132	201	225
ENSMUSG00000024576.14|Csnk1a1	8651	10178	9767	10421
ENSMUSG00000024579.7|Pcyox1l	293	294	262	296
ENSMUSG00000024580.8|Grpel2	914	1080	833	844
ENSMUSG00000024581.13|Napg	590	766	775	868
ENSMUSG00000024583.3|Txnl1	3363	4159	3816	4002
ENSMUSG00000024587.10|Nars	22403	24683	23627	26608
ENSMUSG00000024588.9|Fech	914	1043	1068	1102
ENSMUSG00000024589.17|Nedd4l	1512	1751	1924	2239
ENSMUSG00000024590.8|Lmnb1	1685	1888	1656	1786
ENSMUSG00000024592.15|C330018D20Rik	371	466	559	572
ENSMUSG00000024593.15|Megf10	98	90	77	108
ENSMUSG00000024594.9|Prrc1	1380	1546	1915	2266
ENSMUSG00000024597.11|Slc12a2	20218	23148	21258	22877
ENSMUSG00000024601.9|Isoc1	530	572	595	680
ENSMUSG00000024603.8|Dctn4	2155	2362	2265	2427
ENSMUSG00000024604.7|Rbm22	2282	2451	2561	2835
ENSMUSG00000024608.11|Rps14	12515	12254	12537	14194
ENSMUSG00000024610.15|Cd74	79	63	219	243
ENSMUSG00000024613.16|Tcof1	4671	4923	4581	5378
ENSMUSG00000024614.7|Tmx3	2729	3279	3629	3789
ENSMUSG00000024622.8|Hmgxb3	1460	1477	1381	1591
ENSMUSG00000024639.5|Gnaq	1532	1787	1629	1681
ENSMUSG00000024640.9|Psat1	7641	8290	8271	9564
ENSMUSG00000024642.17|Tle4	450	540	472	550
ENSMUSG00000024644.17|Cndp2	1293	1229	947	1040
ENSMUSG00000024645.5|Timm21	499	591	613	710
ENSMUSG00000024646.14|Cyb5a	1953	2075	2005	2062
ENSMUSG00000024654.8|Asrgl1	24	19	30	57
ENSMUSG00000024659.15|Anxa1	4255	4686	4367	4480
ENSMUSG00000024660.9|Incenp	1293	1368	1219	1390
ENSMUSG00000024661.7|Fth1	20304	24470	17292	19510
ENSMUSG00000024664.5|Fads3	4603	4920	4252	5300
ENSMUSG00000024665.8|Fads2	900	1053	1437	1595
ENSMUSG00000024666.6|Tmem138	340	319	366	382
ENSMUSG00000024667.12|Tmem216	182	216	178	214
ENSMUSG00000024668.8|Sdhaf2	975	981	868	943
ENSMUSG00000024678.6|Ms4a4d	117	118	186	233
ENSMUSG00000024683.6|Mrpl16	550	638	685	789
ENSMUSG00000024687.11|Osbp	1849	2036	2634	2854
ENSMUSG00000024691.13|Fam111a	2192	2518	2108	2187
ENSMUSG00000024695.15|Zfp91	3960	4546	5461	5870
ENSMUSG00000024696.9|Lpxn	36	37	57	74
ENSMUSG00000024712.9|Rfk	1931	2240	2645	2688
ENSMUSG00000024725.13|Ostf1	624	690	739	790
ENSMUSG00000024726.10|Carnmt1	1140	1360	1251	1368
ENSMUSG00000024727.9|Trpm6	150	146	193	217
ENSMUSG00000024730.7|Ms4a8a	67	54	132	125
ENSMUSG00000024732.7|Ccdc86	756	824	831	957
ENSMUSG00000024735.13|Prpf19	5976	6024	6280	7322
ENSMUSG00000024736.15|Tmem132a	796	852	853	1004
ENSMUSG00000024740.10|Ddb1	18689	19679	18260	21155
ENSMUSG00000024742.15|Fen1	607	716	485	580
ENSMUSG00000024743.16|Syt7	299	373	371	448
ENSMUSG00000024747.3|Aldh1a7	32	43	24	32
ENSMUSG00000024750.11|Zfand5	2051	2437	3652	3861
ENSMUSG00000024754.13|Cemip2	516	570	542	609
ENSMUSG00000024758.15|Rtn3	4850	5683	5200	5923
ENSMUSG00000024759.14|Atl3	3447	4160	4225	4651
ENSMUSG00000024764.10|Naa40	739	765	566	728
ENSMUSG00000024767.11|Otub1	2090	2151	2364	2772
ENSMUSG00000024769.7|Cdc42bpg	1101	1161	1099	1317
ENSMUSG00000024772.9|Ehd1	1904	1916	2623	2849
ENSMUSG00000024773.15|Atg2a	869	930	797	981
ENSMUSG00000024776.17|Stambpl1	1006	1335	1056	1086
ENSMUSG00000024777.10|Ppp2r5b	1167	1354	1340	1517
ENSMUSG00000024778.13|Fas	99	108	138	146
ENSMUSG00000024780.7|Cdc37l1	1481	1774	1303	1350
ENSMUSG00000024781.16|Lipa	912	1109	920	1070
ENSMUSG00000024782.7|Ak3	3528	3980	4696	4956
ENSMUSG00000024785.7|Rcl1	1485	1665	1536	1739
ENSMUSG00000024787.14|Snx15	262	302	280	319
ENSMUSG00000024789.13|Jak2	2434	2590	2883	2901
ENSMUSG00000024790.8|Sac3d1	137	152	138	159
ENSMUSG00000024791.10|Cdca5	428	448	312	345
ENSMUSG00000024792.9|Zfpl1	382	432	453	501
ENSMUSG00000024795.11|Kif20b	1161	1483	1306	1442
ENSMUSG00000024797.14|Vps51	487	537	565	653
ENSMUSG00000024799.16|Tm7sf2	282	250	339	369
ENSMUSG00000024800.8|Rpp30	534	639	546	538
ENSMUSG00000024803.9|Ankrd1	8819	9285	6360	7121
ENSMUSG00000024805.16|Pcgf5	928	1155	1082	1134
ENSMUSG00000024807.18|Syvn1	1141	1244	1385	1694
ENSMUSG00000024810.16|Il33	10287	11567	15190	16255
ENSMUSG00000024811.11|Tnks2	7989	8994	9037	9786
ENSMUSG00000024812.11|Tjp2	2563	2826	2763	3015
ENSMUSG00000024816.12|Frmd8	788	801	651	734
ENSMUSG00000024817.13|Uhrf2	3637	4232	3454	3899
ENSMUSG00000024818.15|Slc25a45	78	76	69	80
ENSMUSG00000024824.7|Rad9a	1188	1122	1129	1341
ENSMUSG00000024826.15|Dpf2	2386	2400	2341	2630
ENSMUSG00000024827.10|Gldc	1325	1550	2351	2648
ENSMUSG00000024829.12|Mrpl21	1178	1258	1345	1514
ENSMUSG00000024830.17|Rps6kb2	414	490	481	570
ENSMUSG00000024831.14|Ighmbp2	381	410	407	431
ENSMUSG00000024833.15|Pola2	890	1010	893	1040
ENSMUSG00000024835.15|Coro1b	2444	2494	2197	2462
ENSMUSG00000024841.8|Eif1ad	1920	2137	2314	2710
ENSMUSG00000024843.15|Chka	7485	9445	6591	6973
ENSMUSG00000024844.15|Banf1	2583	2537	3413	3963
ENSMUSG00000024845.17|Tmem134	1006	1026	1067	1210
ENSMUSG00000024847.15|Aip	1023	947	1127	1256
ENSMUSG00000024851.14|Pitpnm1	1415	1404	1557	1838
ENSMUSG00000024853.10|Sf3b2	5754	6135	6090	7232
ENSMUSG00000024854.4|Pold4	609	678	545	644
ENSMUSG00000024855.10|Pacs1	575	538	681	730
ENSMUSG00000024856.10|Cdk2ap2	1238	1308	1788	2033
ENSMUSG00000024858.14|Grk2	1823	1858	1854	2151
ENSMUSG00000024862.16|Klc2	435	520	561	650
ENSMUSG00000024866.10|Acy3	293	335	260	316
ENSMUSG00000024867.14|Pip5k1b	537	641	737	787
